date,fighter,weightclass,rank
6/7/17,Ketlen Vieira,Women's Bantamweight,14
6/7/17,Ashlee Evans-Smith,Women's Bantamweight,15
6/14/17,Demetrious Johnson,Pound-for-Pound,1
6/14/17,Conor McGregor,Pound-for-Pound,2
6/14/17,Daniel Cormier,Pound-for-Pound,3
6/14/17,Stipe Miocic,Pound-for-Pound,4
6/14/17,Max Holloway,Pound-for-Pound,5
6/14/17,Cody Garbrandt,Pound-for-Pound,6
6/14/17,Joanna Jedrzejczyk,Pound-for-Pound,7
6/14/17,Dominick Cruz,Pound-for-Pound,8
6/14/17,Tyron Woodley,Pound-for-Pound,9
6/14/17,Jose Aldo,Pound-for-Pound,10
6/14/17,Michael Bisping,Pound-for-Pound,11
6/14/17,Amanda Nunes,Pound-for-Pound,12
6/14/17,TJ Dillashaw,Pound-for-Pound,13
6/14/17,Khabib Nurmagomedov,Pound-for-Pound,14
6/14/17,Frankie Edgar,Pound-for-Pound,15
6/14/17,Demetrious Johnson,Flyweight,0
6/14/17,Joseph Benavidez,Flyweight,1
6/14/17,Henry Cejudo,Flyweight,2
6/14/17,Ray Borg,Flyweight,3
6/14/17,Wilson Reis,Flyweight,4
6/14/17,Jussier Formiga,Flyweight,5
6/14/17,Sergio Pettis,Flyweight,6
6/14/17,Brandon Moreno,Flyweight,7
6/14/17,Ben Nguyen,Flyweight,8
6/14/17,Dustin Ortiz,Flyweight,9
6/14/17,John Moraga,Flyweight,10
6/14/17,Ian McCall,Flyweight,11
6/14/17,Tim Elliott,Flyweight,12
6/14/17,Louis Smolka,Flyweight,13
6/14/17,Alexandre Pantoja,Flyweight,14
6/14/17,Ryan Benoit,Flyweight,15
6/14/17,Cody Garbrandt,Bantamweight,0
6/14/17,Dominick Cruz,Bantamweight,1
6/14/17,TJ Dillashaw,Bantamweight,2
6/14/17,Raphael Assuncao,Bantamweight,3
6/14/17,John Lineker,Bantamweight,4
6/14/17,Jimmie Rivera,Bantamweight,5
6/14/17,Bryan Caraway,Bantamweight,6
6/14/17,John Dodson,Bantamweight,7
6/14/17,Aljamain Sterling,Bantamweight,8
6/14/17,Thomas Almeida,Bantamweight,9
6/14/17,Marlon Moraes,Bantamweight,10
6/14/17,Pedro Munhoz,Bantamweight,11
6/14/17,Eddie Wineland,Bantamweight,12
6/14/17,Matthew Lopez,Bantamweight,13
6/14/17,Johnny Eduardo,Bantamweight,14
6/14/17,Rob Font,Bantamweight,15
6/14/17,Max Holloway,Featherweight,0
6/14/17,Jose Aldo,Featherweight,1
6/14/17,Frankie Edgar,Featherweight,2
6/14/17,Ricardo Lamas,Featherweight,3
6/14/17,Cub Swanson,Featherweight,4
6/14/17,Chan Sung Jung,Featherweight,5
6/14/17,Anthony Pettis,Featherweight,6
6/14/17,Yair Rodriguez,Featherweight,7
6/14/17,Jeremy Stephens,Featherweight,8
6/14/17,Brian Ortega,Featherweight,9
6/14/17,Dennis Bermudez,Featherweight,10
6/14/17,Renato Moicano,Featherweight,11
6/14/17,Darren Elkins,Featherweight,12
6/14/17,Dooho Choi,Featherweight,13
6/14/17,Mirsad Bektic,Featherweight,14
6/14/17,Renan Barao,Featherweight,15
6/14/17,Conor McGregor,Lightweight,0
6/14/17,Khabib Nurmagomedov,Lightweight,1
6/14/17,Tony Ferguson,Lightweight,2
6/14/17,Eddie Alvarez,Lightweight,3
6/14/17,Edson Barboza,Lightweight,4
6/14/17,Rafael Dos Anjos,Lightweight,5
6/14/17,Michael Johnson,Lightweight,6
6/14/17,Michael Chiesa,Lightweight,7
6/14/17,Nate Diaz,Lightweight,8
6/14/17,Dustin Poirier,Lightweight,9
6/14/17,Beneil Dariush,Lightweight,10
6/14/17,Al Iaquinta,Lightweight,11
6/14/17,Kevin Lee,Lightweight,12
6/14/17,Evan Dunham,Lightweight,13
6/14/17,Gilbert Melendez,Lightweight,14
6/14/17,Francisco Trinaldo,Lightweight,15
6/14/17,Tyron Woodley,Welterweight,0
6/14/17,Demian Maia,Welterweight,1
6/14/17,Stephen Thompson,Welterweight,2
6/14/17,Robbie Lawler,Welterweight,3
6/14/17,Jorge Masvidal,Welterweight,4
6/14/17,Neil Magny,Welterweight,5
6/14/17,Carlos Condit,Welterweight,6
6/14/17,Dong Hyun Kim,Welterweight,7
6/14/17,Donald Cerrone,Welterweight,8
6/14/17,Gunnar Nelson,Welterweight,9
6/14/17,Kamaru Usman,Welterweight,10
6/14/17,Tarec Saffiedine,Welterweight,11
6/14/17,Ryan LaFlare,Welterweight,12
6/14/17,Santiago Ponzinibbio,Welterweight,13
6/14/17,Leon Edwards,Welterweight,14
6/14/17,Matt Brown,Welterweight,15
6/14/17,Michael Bisping,Middleweight,0
6/14/17,Yoel Romero,Middleweight,1
6/14/17,Luke Rockhold,Middleweight,2
6/14/17,Robert Whittaker,Middleweight,3
6/14/17,Gegard Mousasi,Middleweight,4
6/14/17,Jacare Souza,Middleweight,5
6/14/17,Chris Weidman,Middleweight,6
6/14/17,Anderson Silva,Middleweight,7
6/14/17,Derek Brunson,Middleweight,8
6/14/17,David Branch,Middleweight,9
6/14/17,Krzysztof Jotko,Middleweight,10
6/14/17,Vitor Belfort,Middleweight,11
6/14/17,Thales Leites,Middleweight,12
6/14/17,Uriah Hall,Middleweight,13
6/14/17,Sam Alvey,Middleweight,14
6/14/17,Elias Theodorou,Middleweight,15
6/14/17,Daniel Cormier,Light Heavyweight,0
6/14/17,Alexander Gustafsson,Light Heavyweight,1
6/14/17,Jimi Manuwa,Light Heavyweight,2
6/14/17,Glover Teixeira,Light Heavyweight,3
6/14/17,Volkan Oezdemir,Light Heavyweight,4
6/14/17,Mauricio Rua,Light Heavyweight,5
6/14/17,Corey Anderson,Light Heavyweight,6
6/14/17,Ovince Saint Preux,Light Heavyweight,7
6/14/17,Misha Cirkunov,Light Heavyweight,8
6/14/17,Ilir Latifi,Light Heavyweight,9
6/14/17,Rogerio Nogueira,Light Heavyweight,10
6/14/17,Patrick Cummins,Light Heavyweight,11
6/14/17,Tyson Pedro,Light Heavyweight,12
6/14/17,Gian Villante,Light Heavyweight,13
6/14/17,Jan Blachowicz,Light Heavyweight,14
6/14/17,Gadzhimurad Antigulov,Light Heavyweight,15
6/14/17,Stipe Miocic,Heavyweight,0
6/14/17,Fabricio Werdum,Heavyweight,1
6/14/17,Cain Velasquez,Heavyweight,2
6/14/17,Alistair Overeem,Heavyweight,3
6/14/17,Junior Dos Santos,Heavyweight,4
6/14/17,Francis Ngannou,Heavyweight,5
6/14/17,Mark Hunt,Heavyweight,6
6/14/17,Derrick Lewis,Heavyweight,7
6/14/17,Andrei Arlovski,Heavyweight,8
6/14/17,Travis Browne,Heavyweight,9
6/14/17,Alexander Volkov,Heavyweight,10
6/14/17,Stefan Struve,Heavyweight,10
6/14/17,Tim Johnson,Heavyweight,12
6/14/17,Marcin Tybura,Heavyweight,13
6/14/17,Aleksei Oleinik,Heavyweight,14
6/14/17,Daniel Omielanczuk,Heavyweight,15
6/14/17,Joanna Jedrzejczyk,Women's Strawweight,0
6/14/17,Claudia Gadelha,Women's Strawweight,1
6/14/17,Karolina Kowalkiewicz,Women's Strawweight,2
6/14/17,Rose Namajunas,Women's Strawweight,3
6/14/17,Jessica Andrade,Women's Strawweight,4
6/14/17,Tecia Torres,Women's Strawweight,5
6/14/17,Michelle Waterson,Women's Strawweight,6
6/14/17,Joanne Calderwood,Women's Strawweight,7
6/14/17,Carla Esparza,Women's Strawweight,8
6/14/17,Randa Markos,Women's Strawweight,9
6/14/17,Maryna Moroz,Women's Strawweight,10
6/14/17,Cortney Casey,Women's Strawweight,11
6/14/17,Paige VanZant,Women's Strawweight,12
6/14/17,Felice Herrig,Women's Strawweight,13
6/14/17,Cynthia Calvillo,Women's Strawweight,14
6/14/17,Jessica Aguilar,Women's Strawweight,15
6/14/17,Amanda Nunes,Women's Bantamweight,0
6/14/17,Valentina Shevchenko,Women's Bantamweight,1
6/14/17,Julianna Pena,Women's Bantamweight,2
6/14/17,Ronda Rousey,Women's Bantamweight,3
6/14/17,Raquel Pennington,Women's Bantamweight,4
6/14/17,Holly Holm,Women's Bantamweight,5
6/14/17,Sara McMann,Women's Bantamweight,6
6/14/17,Cat Zingano,Women's Bantamweight,7
6/14/17,Liz Carmouche,Women's Bantamweight,8
6/14/17,Alexis Davis,Women's Bantamweight,9
6/14/17,Germaine de Randamie,Women's Bantamweight,10
6/14/17,Bethe Correia,Women's Bantamweight,11
6/14/17,Marion Reneau,Women's Bantamweight,12
6/14/17,Katlyn Chookagian,Women's Bantamweight,13
6/14/17,Ketlen Vieira,Women's Bantamweight,14
6/14/17,Ashlee Evans-Smith,Women's Bantamweight,15
6/21/17,Demetrious Johnson,Pound-for-Pound,1
6/21/17,Conor McGregor,Pound-for-Pound,2
6/21/17,Daniel Cormier,Pound-for-Pound,3
6/21/17,Stipe Miocic,Pound-for-Pound,4
6/21/17,Max Holloway,Pound-for-Pound,5
6/21/17,Cody Garbrandt,Pound-for-Pound,6
6/21/17,Joanna Jedrzejczyk,Pound-for-Pound,7
6/21/17,Dominick Cruz,Pound-for-Pound,8
6/21/17,Tyron Woodley,Pound-for-Pound,9
6/21/17,Jose Aldo,Pound-for-Pound,10
6/21/17,Michael Bisping,Pound-for-Pound,11
6/21/17,Amanda Nunes,Pound-for-Pound,12
6/21/17,TJ Dillashaw,Pound-for-Pound,13
6/21/17,Khabib Nurmagomedov,Pound-for-Pound,14
6/21/17,Frankie Edgar,Pound-for-Pound,15
6/21/17,Demetrious Johnson,Flyweight,0
6/21/17,Joseph Benavidez,Flyweight,1
6/21/17,Henry Cejudo,Flyweight,2
6/21/17,Ray Borg,Flyweight,3
6/21/17,Wilson Reis,Flyweight,4
6/21/17,Jussier Formiga,Flyweight,5
6/21/17,Sergio Pettis,Flyweight,6
6/21/17,Brandon Moreno,Flyweight,7
6/21/17,Ben Nguyen,Flyweight,8
6/21/17,John Moraga,Flyweight,9
6/21/17,Dustin Ortiz,Flyweight,10
6/21/17,Ian McCall,Flyweight,11
6/21/17,Tim Elliott,Flyweight,12
6/21/17,Louis Smolka,Flyweight,13
6/21/17,Alexandre Pantoja,Flyweight,14
6/21/17,Magomed Bibulatov,Flyweight,15
6/21/17,Cody Garbrandt,Bantamweight,0
6/21/17,Dominick Cruz,Bantamweight,1
6/21/17,TJ Dillashaw,Bantamweight,2
6/21/17,Raphael Assuncao,Bantamweight,3
6/21/17,John Lineker,Bantamweight,4
6/21/17,Jimmie Rivera,Bantamweight,5
6/21/17,Bryan Caraway,Bantamweight,6
6/21/17,John Dodson,Bantamweight,7
6/21/17,Aljamain Sterling,Bantamweight,8
6/21/17,Thomas Almeida,Bantamweight,9
6/21/17,Marlon Moraes,Bantamweight,10
6/21/17,Pedro Munhoz,Bantamweight,11
6/21/17,Eddie Wineland,Bantamweight,12
6/21/17,Matthew Lopez,Bantamweight,13
6/21/17,Johnny Eduardo,Bantamweight,14
6/21/17,Rob Font,Bantamweight,15
6/21/17,Max Holloway,Featherweight,0
6/21/17,Jose Aldo,Featherweight,1
6/21/17,Frankie Edgar,Featherweight,2
6/21/17,Ricardo Lamas,Featherweight,3
6/21/17,Cub Swanson,Featherweight,4
6/21/17,Chan Sung Jung,Featherweight,5
6/21/17,Anthony Pettis,Featherweight,6
6/21/17,Yair Rodriguez,Featherweight,7
6/21/17,Jeremy Stephens,Featherweight,8
6/21/17,Brian Ortega,Featherweight,9
6/21/17,Dennis Bermudez,Featherweight,10
6/21/17,Renato Moicano,Featherweight,11
6/21/17,Darren Elkins,Featherweight,12
6/21/17,Dooho Choi,Featherweight,13
6/21/17,Mirsad Bektic,Featherweight,14
6/21/17,Renan Barao,Featherweight,15
6/21/17,Conor McGregor,Lightweight,0
6/21/17,Khabib Nurmagomedov,Lightweight,1
6/21/17,Tony Ferguson,Lightweight,2
6/21/17,Eddie Alvarez,Lightweight,3
6/21/17,Edson Barboza,Lightweight,4
6/21/17,Michael Johnson,Lightweight,5
6/21/17,Michael Chiesa,Lightweight,6
6/21/17,Nate Diaz,Lightweight,7
6/21/17,Dustin Poirier,Lightweight,8
6/21/17,Beneil Dariush,Lightweight,9
6/21/17,Al Iaquinta,Lightweight,10
6/21/17,Kevin Lee,Lightweight,11
6/21/17,Evan Dunham,Lightweight,12
6/21/17,Gilbert Melendez,Lightweight,13
6/21/17,Francisco Trinaldo,Lightweight,14
6/21/17,James Vick,Lightweight,15
6/21/17,Tyron Woodley,Welterweight,0
6/21/17,Demian Maia,Welterweight,1
6/21/17,Stephen Thompson,Welterweight,2
6/21/17,Robbie Lawler,Welterweight,3
6/21/17,Jorge Masvidal,Welterweight,4
6/21/17,Neil Magny,Welterweight,5
6/21/17,Carlos Condit,Welterweight,6
6/21/17,Donald Cerrone,Welterweight,7
6/21/17,Gunnar Nelson,Welterweight,8
6/21/17,Dong Hyun Kim,Welterweight,9
6/21/17,Colby Covington,Welterweight,10
6/21/17,Rafael Dos Anjos,Welterweight,11
6/21/17,Kamaru Usman,Welterweight,12
6/21/17,Ryan LaFlare,Welterweight,13
6/21/17,Santiago Ponzinibbio,Welterweight,14
6/21/17,Tarec Saffiedine,Welterweight,15
6/21/17,Michael Bisping,Middleweight,0
6/21/17,Yoel Romero,Middleweight,1
6/21/17,Luke Rockhold,Middleweight,2
6/21/17,Robert Whittaker,Middleweight,3
6/21/17,Gegard Mousasi,Middleweight,4
6/21/17,Jacare Souza,Middleweight,5
6/21/17,Chris Weidman,Middleweight,6
6/21/17,Anderson Silva,Middleweight,7
6/21/17,Derek Brunson,Middleweight,8
6/21/17,David Branch,Middleweight,9
6/21/17,Krzysztof Jotko,Middleweight,10
6/21/17,Vitor Belfort,Middleweight,11
6/21/17,Thales Leites,Middleweight,12
6/21/17,Uriah Hall,Middleweight,13
6/21/17,Sam Alvey,Middleweight,14
6/21/17,Elias Theodorou,Middleweight,15
6/21/17,Daniel Cormier,Light Heavyweight,0
6/21/17,Alexander Gustafsson,Light Heavyweight,1
6/21/17,Jimi Manuwa,Light Heavyweight,2
6/21/17,Glover Teixeira,Light Heavyweight,3
6/21/17,Volkan Oezdemir,Light Heavyweight,4
6/21/17,Mauricio Rua,Light Heavyweight,5
6/21/17,Corey Anderson,Light Heavyweight,6
6/21/17,Ovince Saint Preux,Light Heavyweight,7
6/21/17,Misha Cirkunov,Light Heavyweight,8
6/21/17,Ilir Latifi,Light Heavyweight,9
6/21/17,Rogerio Nogueira,Light Heavyweight,10
6/21/17,Patrick Cummins,Light Heavyweight,11
6/21/17,Tyson Pedro,Light Heavyweight,12
6/21/17,Gian Villante,Light Heavyweight,13
6/21/17,Jan Blachowicz,Light Heavyweight,14
6/21/17,Gadzhimurad Antigulov,Light Heavyweight,15
6/21/17,Stipe Miocic,Heavyweight,0
6/21/17,Fabricio Werdum,Heavyweight,1
6/21/17,Cain Velasquez,Heavyweight,2
6/21/17,Alistair Overeem,Heavyweight,3
6/21/17,Junior Dos Santos,Heavyweight,4
6/21/17,Francis Ngannou,Heavyweight,5
6/21/17,Mark Hunt,Heavyweight,6
6/21/17,Derrick Lewis,Heavyweight,7
6/21/17,Alexander Volkov,Heavyweight,8
6/21/17,Travis Browne,Heavyweight,9
6/21/17,Stefan Struve,Heavyweight,10
6/21/17,Marcin Tybura,Heavyweight,11
6/21/17,Andrei Arlovski,Heavyweight,12
6/21/17,Tim Johnson,Heavyweight,13
6/21/17,Aleksei Oleinik,Heavyweight,14
6/21/17,Daniel Omielanczuk,Heavyweight,15
6/21/17,Joanna Jedrzejczyk,Women's Strawweight,0
6/21/17,Claudia Gadelha,Women's Strawweight,1
6/21/17,Karolina Kowalkiewicz,Women's Strawweight,2
6/21/17,Rose Namajunas,Women's Strawweight,3
6/21/17,Jessica Andrade,Women's Strawweight,4
6/21/17,Tecia Torres,Women's Strawweight,5
6/21/17,Michelle Waterson,Women's Strawweight,6
6/21/17,Joanne Calderwood,Women's Strawweight,7
6/21/17,Carla Esparza,Women's Strawweight,8
6/21/17,Randa Markos,Women's Strawweight,9
6/21/17,Maryna Moroz,Women's Strawweight,10
6/21/17,Cortney Casey,Women's Strawweight,11
6/21/17,Paige VanZant,Women's Strawweight,12
6/21/17,Felice Herrig,Women's Strawweight,13
6/21/17,Cynthia Calvillo,Women's Strawweight,14
6/21/17,Jessica Aguilar,Women's Strawweight,15
6/21/17,Amanda Nunes,Women's Bantamweight,0
6/21/17,Valentina Shevchenko,Women's Bantamweight,1
6/21/17,Holly Holm,Women's Bantamweight,2
6/21/17,Julianna Pena,Women's Bantamweight,3
6/21/17,Ronda Rousey,Women's Bantamweight,4
6/21/17,Raquel Pennington,Women's Bantamweight,5
6/21/17,Sara McMann,Women's Bantamweight,6
6/21/17,Cat Zingano,Women's Bantamweight,7
6/21/17,Liz Carmouche,Women's Bantamweight,8
6/21/17,Alexis Davis,Women's Bantamweight,9
6/21/17,Germaine de Randamie,Women's Bantamweight,10
6/21/17,Marion Reneau,Women's Bantamweight,11
6/21/17,Ketlen Vieira,Women's Bantamweight,12
6/21/17,Bethe Correia,Women's Bantamweight,13
6/21/17,Katlyn Chookagian,Women's Bantamweight,14
6/21/17,Ashlee Evans-Smith,Women's Bantamweight,15
6/28/17,Demetrious Johnson,Pound-for-Pound,1
6/28/17,Conor McGregor,Pound-for-Pound,2
6/28/17,Daniel Cormier,Pound-for-Pound,3
6/28/17,Stipe Miocic,Pound-for-Pound,4
6/28/17,Max Holloway,Pound-for-Pound,5
6/28/17,Cody Garbrandt,Pound-for-Pound,6
6/28/17,Joanna Jedrzejczyk,Pound-for-Pound,7
6/28/17,Dominick Cruz,Pound-for-Pound,8
6/28/17,Tyron Woodley,Pound-for-Pound,9
6/28/17,Jose Aldo,Pound-for-Pound,10
6/28/17,Michael Bisping,Pound-for-Pound,11
6/28/17,Amanda Nunes,Pound-for-Pound,12
6/28/17,TJ Dillashaw,Pound-for-Pound,13
6/28/17,Khabib Nurmagomedov,Pound-for-Pound,14
6/28/17,Frankie Edgar,Pound-for-Pound,15
6/28/17,Demetrious Johnson,Flyweight,0
6/28/17,Joseph Benavidez,Flyweight,1
6/28/17,Henry Cejudo,Flyweight,2
6/28/17,Ray Borg,Flyweight,3
6/28/17,Wilson Reis,Flyweight,4
6/28/17,Jussier Formiga,Flyweight,5
6/28/17,Sergio Pettis,Flyweight,6
6/28/17,Brandon Moreno,Flyweight,7
6/28/17,Ben Nguyen,Flyweight,8
6/28/17,Dustin Ortiz,Flyweight,9
6/28/17,John Moraga,Flyweight,9
6/28/17,Ian McCall,Flyweight,11
6/28/17,Tim Elliott,Flyweight,12
6/28/17,Louis Smolka,Flyweight,13
6/28/17,Alexandre Pantoja,Flyweight,14
6/28/17,Magomed Bibulatov,Flyweight,15
6/28/17,Cody Garbrandt,Bantamweight,0
6/28/17,Dominick Cruz,Bantamweight,1
6/28/17,TJ Dillashaw,Bantamweight,2
6/28/17,Raphael Assuncao,Bantamweight,3
6/28/17,John Lineker,Bantamweight,4
6/28/17,Jimmie Rivera,Bantamweight,5
6/28/17,Bryan Caraway,Bantamweight,6
6/28/17,John Dodson,Bantamweight,7
6/28/17,Aljamain Sterling,Bantamweight,8
6/28/17,Thomas Almeida,Bantamweight,9
6/28/17,Marlon Moraes,Bantamweight,10
6/28/17,Pedro Munhoz,Bantamweight,11
6/28/17,Eddie Wineland,Bantamweight,12
6/28/17,Matthew Lopez,Bantamweight,13
6/28/17,Johnny Eduardo,Bantamweight,14
6/28/17,Rob Font,Bantamweight,15
6/28/17,Max Holloway,Featherweight,0
6/28/17,Jose Aldo,Featherweight,1
6/28/17,Frankie Edgar,Featherweight,2
6/28/17,Ricardo Lamas,Featherweight,3
6/28/17,Cub Swanson,Featherweight,4
6/28/17,Chan Sung Jung,Featherweight,5
6/28/17,Anthony Pettis,Featherweight,6
6/28/17,Yair Rodriguez,Featherweight,7
6/28/17,Jeremy Stephens,Featherweight,8
6/28/17,Brian Ortega,Featherweight,9
6/28/17,Dennis Bermudez,Featherweight,10
6/28/17,Renato Moicano,Featherweight,11
6/28/17,Darren Elkins,Featherweight,12
6/28/17,Dooho Choi,Featherweight,13
6/28/17,Mirsad Bektic,Featherweight,14
6/28/17,Renan Barao,Featherweight,15
6/28/17,Conor McGregor,Lightweight,0
6/28/17,Khabib Nurmagomedov,Lightweight,1
6/28/17,Tony Ferguson,Lightweight,2
6/28/17,Eddie Alvarez,Lightweight,3
6/28/17,Edson Barboza,Lightweight,4
6/28/17,Michael Johnson,Lightweight,5
6/28/17,Nate Diaz,Lightweight,6
6/28/17,Kevin Lee,Lightweight,7
6/28/17,Dustin Poirier,Lightweight,8
6/28/17,Michael Chiesa,Lightweight,9
6/28/17,Al Iaquinta,Lightweight,10
6/28/17,Beneil Dariush,Lightweight,11
6/28/17,Evan Dunham,Lightweight,12
6/28/17,Gilbert Melendez,Lightweight,13
6/28/17,Francisco Trinaldo,Lightweight,14
6/28/17,James Vick,Lightweight,15
6/28/17,Tyron Woodley,Welterweight,0
6/28/17,Demian Maia,Welterweight,1
6/28/17,Stephen Thompson,Welterweight,2
6/28/17,Robbie Lawler,Welterweight,3
6/28/17,Jorge Masvidal,Welterweight,4
6/28/17,Neil Magny,Welterweight,5
6/28/17,Carlos Condit,Welterweight,6
6/28/17,Donald Cerrone,Welterweight,7
6/28/17,Gunnar Nelson,Welterweight,8
6/28/17,Colby Covington,Welterweight,9
6/28/17,Rafael Dos Anjos,Welterweight,10
6/28/17,Dong Hyun Kim,Welterweight,11
6/28/17,Kamaru Usman,Welterweight,12
6/28/17,Ryan LaFlare,Welterweight,13
6/28/17,Santiago Ponzinibbio,Welterweight,14
6/28/17,Tarec Saffiedine,Welterweight,15
6/28/17,Michael Bisping,Middleweight,0
6/28/17,Yoel Romero,Middleweight,1
6/28/17,Luke Rockhold,Middleweight,2
6/28/17,Robert Whittaker,Middleweight,3
6/28/17,Gegard Mousasi,Middleweight,4
6/28/17,Jacare Souza,Middleweight,5
6/28/17,Chris Weidman,Middleweight,6
6/28/17,Anderson Silva,Middleweight,7
6/28/17,Derek Brunson,Middleweight,8
6/28/17,David Branch,Middleweight,9
6/28/17,Krzysztof Jotko,Middleweight,10
6/28/17,Vitor Belfort,Middleweight,11
6/28/17,Thales Leites,Middleweight,12
6/28/17,Uriah Hall,Middleweight,13
6/28/17,Tim Boetsch,Middleweight,14
6/28/17,Sam Alvey,Middleweight,15
6/28/17,Daniel Cormier,Light Heavyweight,0
6/28/17,Alexander Gustafsson,Light Heavyweight,1
6/28/17,Jimi Manuwa,Light Heavyweight,2
6/28/17,Glover Teixeira,Light Heavyweight,3
6/28/17,Volkan Oezdemir,Light Heavyweight,4
6/28/17,Mauricio Rua,Light Heavyweight,5
6/28/17,Corey Anderson,Light Heavyweight,6
6/28/17,Ovince Saint Preux,Light Heavyweight,7
6/28/17,Misha Cirkunov,Light Heavyweight,8
6/28/17,Ilir Latifi,Light Heavyweight,9
6/28/17,Rogerio Nogueira,Light Heavyweight,10
6/28/17,Patrick Cummins,Light Heavyweight,11
6/28/17,Tyson Pedro,Light Heavyweight,12
6/28/17,Gian Villante,Light Heavyweight,13
6/28/17,Jan Blachowicz,Light Heavyweight,14
6/28/17,Gadzhimurad Antigulov,Light Heavyweight,15
6/28/17,Stipe Miocic,Heavyweight,0
6/28/17,Fabricio Werdum,Heavyweight,1
6/28/17,Cain Velasquez,Heavyweight,2
6/28/17,Alistair Overeem,Heavyweight,3
6/28/17,Junior Dos Santos,Heavyweight,4
6/28/17,Francis Ngannou,Heavyweight,5
6/28/17,Mark Hunt,Heavyweight,6
6/28/17,Derrick Lewis,Heavyweight,7
6/28/17,Alexander Volkov,Heavyweight,8
6/28/17,Travis Browne,Heavyweight,9
6/28/17,Stefan Struve,Heavyweight,10
6/28/17,Marcin Tybura,Heavyweight,11
6/28/17,Tim Johnson,Heavyweight,12
6/28/17,Andrei Arlovski,Heavyweight,13
6/28/17,Aleksei Oleinik,Heavyweight,14
6/28/17,Daniel Omielanczuk,Heavyweight,15
6/28/17,Joanna Jedrzejczyk,Women's Strawweight,0
6/28/17,Claudia Gadelha,Women's Strawweight,1
6/28/17,Karolina Kowalkiewicz,Women's Strawweight,2
6/28/17,Rose Namajunas,Women's Strawweight,3
6/28/17,Jessica Andrade,Women's Strawweight,4
6/28/17,Tecia Torres,Women's Strawweight,5
6/28/17,Michelle Waterson,Women's Strawweight,6
6/28/17,Carla Esparza,Women's Strawweight,7
6/28/17,Joanne Calderwood,Women's Strawweight,8
6/28/17,Randa Markos,Women's Strawweight,9
6/28/17,Felice Herrig,Women's Strawweight,10
6/28/17,Paige VanZant,Women's Strawweight,11
6/28/17,Maryna Moroz,Women's Strawweight,12
6/28/17,Cortney Casey,Women's Strawweight,13
6/28/17,Cynthia Calvillo,Women's Strawweight,14
6/28/17,Jessica Aguilar,Women's Strawweight,15
6/28/17,Amanda Nunes,Women's Bantamweight,0
6/28/17,Valentina Shevchenko,Women's Bantamweight,1
6/28/17,Holly Holm,Women's Bantamweight,2
6/28/17,Julianna Pena,Women's Bantamweight,3
6/28/17,Ronda Rousey,Women's Bantamweight,4
6/28/17,Raquel Pennington,Women's Bantamweight,5
6/28/17,Sara McMann,Women's Bantamweight,6
6/28/17,Cat Zingano,Women's Bantamweight,7
6/28/17,Liz Carmouche,Women's Bantamweight,8
6/28/17,Alexis Davis,Women's Bantamweight,9
6/28/17,Germaine de Randamie,Women's Bantamweight,10
6/28/17,Marion Reneau,Women's Bantamweight,11
6/28/17,Ketlen Vieira,Women's Bantamweight,12
6/28/17,Katlyn Chookagian,Women's Bantamweight,13
6/28/17,Bethe Correia,Women's Bantamweight,14
6/28/17,Ashlee Evans-Smith,Women's Bantamweight,15
7/10/17,Demetrious Johnson,Pound-for-Pound,1
7/10/17,Conor McGregor,Pound-for-Pound,2
7/10/17,Daniel Cormier,Pound-for-Pound,3
7/10/17,Stipe Miocic,Pound-for-Pound,4
7/10/17,Max Holloway,Pound-for-Pound,5
7/10/17,Cody Garbrandt,Pound-for-Pound,6
7/10/17,Joanna Jedrzejczyk,Pound-for-Pound,7
7/10/17,Tyron Woodley,Pound-for-Pound,8
7/10/17,Dominick Cruz,Pound-for-Pound,9
7/10/17,Michael Bisping,Pound-for-Pound,10
7/10/17,Jose Aldo,Pound-for-Pound,11
7/10/17,Amanda Nunes,Pound-for-Pound,12
7/10/17,Robert Whittaker,Pound-for-Pound,13
7/10/17,TJ Dillashaw,Pound-for-Pound,14
7/10/17,Khabib Nurmagomedov,Pound-for-Pound,15
7/10/17,Demetrious Johnson,Flyweight,0
7/10/17,Joseph Benavidez,Flyweight,1
7/10/17,Henry Cejudo,Flyweight,2
7/10/17,Ray Borg,Flyweight,3
7/10/17,Wilson Reis,Flyweight,4
7/10/17,Jussier Formiga,Flyweight,5
7/10/17,Sergio Pettis,Flyweight,6
7/10/17,Brandon Moreno,Flyweight,7
7/10/17,Ben Nguyen,Flyweight,8
7/10/17,Dustin Ortiz,Flyweight,9
7/10/17,John Moraga,Flyweight,10
7/10/17,Ian McCall,Flyweight,11
7/10/17,Tim Elliott,Flyweight,12
7/10/17,Louis Smolka,Flyweight,13
7/10/17,Alexandre Pantoja,Flyweight,14
7/10/17,Magomed Bibulatov,Flyweight,15
7/10/17,Cody Garbrandt,Bantamweight,0
7/10/17,Dominick Cruz,Bantamweight,1
7/10/17,TJ Dillashaw,Bantamweight,2
7/10/17,Raphael Assuncao,Bantamweight,3
7/10/17,John Lineker,Bantamweight,4
7/10/17,Jimmie Rivera,Bantamweight,5
7/10/17,Bryan Caraway,Bantamweight,6
7/10/17,John Dodson,Bantamweight,7
7/10/17,Aljamain Sterling,Bantamweight,8
7/10/17,Thomas Almeida,Bantamweight,9
7/10/17,Marlon Moraes,Bantamweight,10
